id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
68496996,,16000,16000,16000, 36 months,15.77,560.7,D,D1,President,1 year,MORTGAGE,70000,Not Verified,Dec-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68496996,,debt_consolidation,Debt consolidation,088xx,NJ,8.78,0,Mar-2004,705,709,1,,,7,0,15986,76.1,25,w,0,0,19028.76,19028.76,14888.33,4140.43,0,0,0,Nov-2018,560.7,,Mar-2019,544,540,0,,1,Individual,,,,0,0,178477,1,1,1,1,11,15051,88,2,4,6822,82,21000,0,0,2,5,25497,4714,77.2,0,0,122,141,4,4,1,4,,4,,0,4,4,4,13,2,5,21,4,7,0,0,0,3,100,75,0,0,195530,31037,20700,17030,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68375899,,10800,10800,10800, 60 months,13.99,251.25,C,C4,Medical Support Assistant,3 years,RENT,40000,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68375899,,debt_consolidation,Debt consolidation,334xx,FL,26.13,0,Oct-1999,665,669,0,29,76,7,2,8192,71.2,14,w,0,0,12951.6457710965,12951.65,10800,2151.65,0,0,0,Aug-2017,8450.13,,Aug-2017,714,710,0,,1,Individual,,,,0,0,25378,0,2,0,2,14,17186,71,0,0,6186,71,11500,1,0,1,2,3625,1749,81.6,0,0,136,72,30,14,0,49,,9,29,0,3,4,4,6,5,5,8,4,7,0,0,0,0,92.9,50,2,0,35584,25378,9500,24084,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68433333,,7500,7500,7500, 36 months,17.97,271.04,D,D4,Owner/Operator,10+ years,OWN,15000,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68433333,,debt_consolidation,Debt consolidation,327xx,FL,37.2,0,Aug-1998,685,689,0,,84,8,1,7933,66.7,14,w,0,0,8219.46,8219.46,7500,719.46,0,0,0,Aug-2016,6611.94,,Jul-2016,679,675,0,,1,Individual,,,,0,0,15043,0,1,0,0,32,7110,55,1,1,2891,61,11900,0,1,1,1,2149,239,95.4,0,0,94,208,8,8,0,28,,11,,0,3,6,3,6,2,6,11,6,8,0,0,0,1,100,66.7,1,0,24826,15043,5200,12926,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68376899,,16000,16000,16000, 36 months,10.78,522.16,B,B4,Bartender,5 years,RENT,63000,Not Verified,Dec-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68376899,,debt_consolidation,Debt consolidation,111xx,NY,35.19,0,Dec-2006,670,674,1,,,12,0,20672,46,22,w,0,0,4387.31,4387.31,2322.17,786.83,0,1278.31,230.0958,Jul-2016,522.16,,Oct-2018,594,590,0,,1,Individual,,,,0,0,68741,1,3,3,4,1,47691,90,0,0,7630,66,44900,1,0,3,4,5728,18097,53.2,0,0,101,108,31,1,0,42,,4,,0,5,5,6,10,7,8,14,6,12,0,0,0,3,100,50,0,0,103887,68741,38700,53271,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68416736,,9000,9000,9000, 36 months,5.32,271.04,A,A1,Accounting senior,10+ years,MORTGAGE,49000,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68416736,,credit_card,Credit card refinancing,926xx,CA,21.63,0,Nov-1991,755,759,0,32,,18,0,8775,11.7,29,w,0,0,9381.76,9381.76,9000,381.76,0,0,0,Dec-2016,6678.01,,Jan-2017,759,755,0,,1,Individual,,,,0,0,51250,0,1,0,0,141,42475,,2,4,3402,12,75100,0,0,0,4,2847,38057,17.1,0,0,148,289,8,8,0,8,32,16,32,0,6,11,7,11,2,17,27,11,18,0,0,0,2,96.4,0,0,0,129026,51250,45900,53926,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68339774,,9500,9500,9500, 36 months,15.77,332.92,D,D1,maintenance ,10+ years,RENT,28000,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68339774,,other,,480xx,MI,27.95,0,Apr-2006,695,699,0,,,7,0,1844,55.9,14,w,0,0,10350.38,10350.38,9500,850.38,0,0,0,Aug-2016,8373.67,,Mar-2018,779,775,0,,1,Individual,,,,0,0,14767,2,3,1,3,6,12923,62,2,3,791,61,3300,0,4,4,6,2110,459,69.4,0,0,116,94,6,6,0,6,,6,,0,2,3,2,4,8,4,6,3,7,0,0,0,3,100,50,0,0,24105,14767,1500,20805,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68376501,,10000,10000,10000, 36 months,7.91,312.95,A,A5,Medical Coder/biller,2 years,OWN,25000,Not Verified,Dec-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68376501,,debt_consolidation,Debt consolidation,913xx,CA,29.91,0,Oct-2008,740,744,0,,,16,0,9053,22.9,30,w,0,0,8334.56,8334.56,4731.82,873.74,0,2729,491.22,Jun-2017,350,,Mar-2019,659,655,0,,1,Individual,,,,0,0,22263,1,3,1,1,9,13210,91,2,5,2923,41,39500,1,1,2,6,1590,17888,23.6,0,0,53,86,4,4,0,12,,8,,0,4,7,5,11,4,13,26,7,16,0,0,0,3,100,0,0,0,54000,22263,23400,14500,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,Y,Jul-2018,COMPLETE,Nov-2017,2729,50,8
68566760,,6000,6000,6000, 36 months,7.91,187.77,A,A5,Teacher,10+ years,MORTGAGE,49000,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68566760,,debt_consolidation,Debt consolidation,805xx,CO,17.92,0,Nov-2004,795,799,0,,,10,0,2212,4.4,16,w,0,0,6463.9813007844,6463.98,6000,463.98,0,0,0,Mar-2017,4025.61,,Nov-2018,794,790,0,,1,Individual,,,,0,0,274367,2,2,0,1,23,15756,45,2,5,1600,21,50500,0,0,0,6,27437,19900,7.4,0,0,114,133,2,2,1,17,,,,0,1,4,4,6,3,7,12,4,10,0,0,0,2,100,0,0,0,371400,17968,21500,34720,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68487157,,15600,15600,15600, 60 months,13.44,358.48,C,C3,Officer / Sheriff's office,10+ years,MORTGAGE,52000,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68487157,,major_purchase,Major purchase,138xx,NY,15.37,0,Feb-1995,720,724,1,,,6,0,12329,69.3,13,w,0,0,18519.6317990805,18519.63,15600,2919.63,0,0,0,Aug-2017,12096.11,,Sep-2018,729,725,0,,1,Individual,,,,0,0,96594,1,1,0,1,24,9480,73,1,1,4132,71,17800,1,1,2,2,16099,168,96.1,0,0,24,250,3,3,3,33,,3,,0,1,3,1,5,1,4,9,3,6,0,0,0,1,100,100,0,0,139800,21809,4300,13000,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68487073,,35000,35000,35000, 36 months,8.49,1104.71,B,B1,Paralegal,< 1 year,OWN,90000,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68487073,,debt_consolidation,Debt consolidation,930xx,CA,13.36,0,Oct-1991,750,754,0,,,11,0,15448,42.9,26,w,0,0,38047.2782383611,38047.28,35000,3047.28,0,0,0,Mar-2017,22713.41,,Apr-2018,799,795,0,,1,Individual,,,,0,0,434242,0,1,0,1,19,25604,74,0,0,8369,58,36000,0,0,3,2,54280,5688,72.4,0,0,92,290,27,7,3,27,,7,,0,2,4,5,8,3,9,20,4,11,0,0,0,1,100,66.7,0,0,466738,41052,20600,34738,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68132441,,5000,5000,5000, 36 months,11.48,164.84,B,B5,Financial Systems Analyst,9 years,MORTGAGE,78000,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68132441,,debt_consolidation,Debt consolidation,770xx,TX,21.21,0,Jun-1995,700,704,1,,,19,0,34764,54.3,21,w,0,0,5840.2778003828,5840.28,5000,840.28,0,0,0,Feb-2018,1892.09,,Mar-2019,744,740,0,,1,Individual,,,,0,0,151774,1,2,1,1,4,33383,76,1,6,10950,63,64000,1,2,3,7,8432,9477,77.3,0,0,156,246,12,4,1,12,,5,,0,6,9,7,7,3,15,16,9,19,0,0,0,2,100,57.1,0,0,197347,70948,41700,43980,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68356747,,20400,20400,20400, 60 months,18.49,523.48,D,D5,Pilot,2 years,MORTGAGE,75000,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68356747,,credit_card,Credit card refinancing,725xx,AR,38.65,2,Sep-1983,725,729,0,13,,22,0,24345,42.6,49,w,0,0,23166.25,23166.25,20400,2766.25,0,0,0,Oct-2016,18930.43,,Mar-2019,729,725,0,,1,Individual,,,,0,0,210761,2,3,1,1,7,42009,65,2,5,11037,53,57200,0,8,1,6,11093,21529,46,0,0,147,387,2,2,3,3,21,4,21,0,3,5,10,17,11,17,34,5,22,0,0,0,3,95.9,22.2,0,0,310057,67311,39900,90892,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68192805,,8000,8000,8000, 36 months,17.97,289.1,D,D4,,,MORTGAGE,33130,Not Verified,Dec-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68192805,,debt_consolidation,Debt consolidation,711xx,LA,11.52,1,May-1994,665,669,1,16,,18,0,7610,27.4,26,w,0,0,4060.86,4060.86,2207.57,1241.66,0,611.63,110.0934,Jan-2017,289.1,,Jun-2017,514,510,0,46,1,Individual,,,,0,1082,207921,2,0,0,0,59,0,,4,5,2725,27,27800,1,1,3,5,12995,4275,38.9,0,0,103,259,0,0,1,26,44,0,16,1,1,7,3,6,3,17,22,7,18,0,0,0,4,92.3,0,0,0,249754,7610,7000,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68426783,,16000,16000,16000, 36 months,10.78,522.16,B,B4,Veterinarian,3 years,RENT,87500,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68426783,,debt_consolidation,Debt consolidation,604xx,IL,13.74,0,Jan-2008,695,699,0,,,13,0,21151,83.9,17,w,0,0,18706.171486984,18706.17,16000,2706.17,0,0,0,Aug-2018,3065.33,,Mar-2019,719,715,0,,1,Individual,,,,0,0,31768,0,2,1,2,12,10617,37,1,1,6692,59,25200,1,0,1,3,2647,610,96.7,0,0,43,95,12,12,0,12,,12,,0,6,8,6,8,3,11,14,8,13,0,0,0,2,100,100,0,0,54200,31768,18500,29000,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68376848,,18000,18000,18000, 36 months,7.91,563.31,A,A5,Mechanic,10+ years,MORTGAGE,80000,Not Verified,Dec-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68376848,,debt_consolidation,Debt consolidation,172xx,PA,15.56,0,Nov-2002,740,744,0,,,5,0,20724,82.6,6,w,0,0,13499.66,13499.66,11521.3,1978.36,0,0,0,Jan-2018,563.31,,Mar-2019,514,510,0,,1,Individual,,,,0,70,84064,0,0,0,1,18,12162,68,0,2,12840,76,25100,1,0,0,3,16813,4376,82.6,0,0,18,157,23,18,1,23,,18,,0,3,3,3,3,1,3,4,3,5,0,0,0,0,100,66.7,0,0,125210,32886,25100,17981,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68537213,,35000,35000,35000, 36 months,9.17,1115.77,B,B2,Director,1 year,RENT,105000,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68537213,,debt_consolidation,Debt consolidation,322xx,FL,25.07,0,Jun-1995,690,694,0,,,11,0,92939,85,26,w,0,0,37242.44,37242.44,35000,2242.44,0,0,0,Oct-2016,28360.86,,Oct-2016,719,715,0,,1,Individual,,,,0,0,103869,0,1,0,0,29,10930,63,0,1,25471,82,109300,0,0,0,1,10387,15361,85.8,0,0,128,246,17,17,1,17,,17,,0,8,8,8,11,3,10,22,8,11,0,0,0,0,100,75,0,0,126649,103869,108300,17349,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68393340,,13150,13150,13150, 36 months,5.32,396.01,A,A1,Paraprofessional ,1 year,RENT,40000,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68393340,,major_purchase,Major purchase,770xx,TX,20.25,0,May-2001,765,769,0,,,13,0,11221,20.1,17,w,0,0,14233.381267333,14233.38,13150,1083.38,0,0,0,Sep-2018,1966.79,,Sep-2018,724,720,0,,1,Individual,,,,0,0,29071,1,5,0,1,15,17850,64,1,1,2558,35,55800,0,1,0,2,2236,43081,16.8,0,0,36,175,1,1,0,36,,,,0,6,7,6,9,5,8,12,7,13,0,0,0,1,100,0,0,0,83916,29071,51800,28116,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68486949,,5600,5600,5600, 36 months,9.17,178.53,B,B2,Business Coordinator III,8 years,RENT,48000,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68486949,,credit_card,Credit card refinancing,751xx,TX,19.85,0,Jul-1995,660,664,0,26,,8,0,12503,64.8,68,w,0,0,6067.3937075984,6067.39,5600,467.39,0,0,0,Feb-2017,3930.74,,Mar-2019,694,690,0,,1,Individual,,,,0,0,21160,0,1,0,6,13,8657,72,1,2,8479,68,19300,0,0,0,8,2645,5467,67.1,0,0,122,245,12,12,1,12,26,,26,0,5,6,5,6,59,7,8,6,8,0,0,0,1,95.5,40,0,0,31300,21160,16600,12000,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68341730,,23000,23000,23000, 36 months,9.8,739.99,B,B3,Feeder Driver,9 years,MORTGAGE,90247,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68341730,,credit_card,,230xx,VA,17.09,0,May-2000,680,684,0,37,,11,0,21039,41.3,25,w,0,0,26429.0364353222,26429.04,23000,3429.04,0,0,0,Apr-2018,7176.79,,Mar-2019,714,710,0,,1,Individual,,,,0,0,186007,3,1,1,2,7,21499,86,4,4,9895,56,51000,0,0,2,6,16910,344,97.7,0,0,124,187,5,5,2,5,37,5,37,0,3,6,3,9,8,9,15,6,11,0,0,0,5,84,100,0,0,234163,42538,14800,25000,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
66405419,,12600,12600,12600, 60 months,14.85,298.77,C,C5,VP of Operations,1 year,MORTGAGE,175000,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=66405419,,credit_card,Debt consolidation,206xx,MD,11.75,0,Aug-1989,690,694,0,,81,14,1,16659,47.5,25,w,0,0,13031.39,13031.39,12600,431.39,0,0,0,Mar-2016,12758.61,,Sep-2017,684,680,0,,1,Individual,,,,0,0,112859,2,4,2,4,6,96200,85,2,4,4651,76,35100,0,0,0,8,8061,12941,56.3,0,0,89,316,2,2,4,2,,23,,0,6,6,7,7,6,10,15,6,14,0,0,0,4,100,42.9,1,0,148478,112859,29600,113378,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68407153,,11000,11000,11000, 36 months,16.59,389.94,D,D2,Teacher,8 years,MORTGAGE,55000,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68407153,,debt_consolidation,Debt consolidation,606xx,IL,16.85,0,Oct-2000,735,739,0,,,6,0,5739,61.1,14,w,0,0,13579.4638809341,13579.46,11000,2579.46,0,0,0,Dec-2017,4826.13,,Mar-2019,704,700,0,,1,Individual,,,,0,0,260988,2,2,2,2,4,46985,99,0,1,5035,91,9400,1,1,6,4,43498,3661,61.1,0,0,51,182,15,4,3,15,,4,,0,2,2,2,5,4,2,6,2,6,0,0,0,2,100,50,0,0,271533,52824,9400,47275,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
67889874,,4000,4000,4000, 36 months,11.99,132.84,C,C1,Secreatary 1,3 years,RENT,41501,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67889874,,debt_consolidation,Debt consolidation,113xx,NY,12.9,0,Nov-2005,685,689,0,,,8,0,8485,36.3,12,w,0,0,4742.9995825486,4743,4000,743,0,0,0,Jun-2018,1030.14,,Mar-2019,694,690,0,,1,Individual,,,,0,972,82347,3,2,0,0,121,73862,126,4,5,2799,82,23400,0,0,0,5,10293,14592,34.9,0,0,121,32,1,1,0,2,,15,,0,5,6,5,5,6,6,6,6,8,0,0,0,4,100,0,0,0,83833,82347,22400,60433,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68341663,,20000,20000,20000, 60 months,13.44,459.58,C,C3,Administrative Manager ,9 years,MORTGAGE,75000,Not Verified,Dec-2015,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68341663,,debt_consolidation,,596xx,MT,20.67,0,Feb-2004,715,719,1,,,16,0,18818,48.8,54,w,8917.39,8917.39,17426.71,17426.71,11082.61,6344.1,0,0,0,Feb-2019,459.58,Apr-2019,Mar-2019,729,725,0,,1,Joint App,100000,16.4,Not Verified,0,0,300744,2,3,1,1,10,99376,67,3,4,6713,59,38600,1,7,3,5,18797,973,94.2,0,0,134,142,0,0,1,12,,0,,0,3,5,3,6,31,12,22,7,16,0,0,0,4,100,100,0,0,355426,118194,16700,115296,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68547380,,20000,20000,20000, 36 months,11.48,659.33,B,B5,General Manager,5 years,RENT,60000,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68547380,,debt_consolidation,Debt consolidation,234xx,VA,22.62,0,Dec-2000,685,689,2,,,10,0,29929,61.5,20,w,0,0,23657.7014747257,23657.7,20000,3657.7,0,0,0,Sep-2018,3250.36,,Mar-2019,689,685,0,,1,Individual,,,,0,0,39394,1,1,0,1,17,9465,63,2,2,13008,62,48700,0,0,3,3,3939,14271,67.7,0,0,17,180,4,4,0,4,,4,,0,5,5,7,13,1,9,19,5,10,0,0,0,2,100,28.6,0,0,63700,39394,44200,15000,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68516174,,10000,10000,10000, 36 months,9.17,318.79,B,B2,analyst,10+ years,MORTGAGE,59307,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68516174,,credit_card,Credit card refinancing,440xx,OH,32.7,1,Oct-1996,690,694,1,17,,17,0,24399,59.5,30,w,0,0,11502.4972223944,11502.5,10000,1502.5,0,0,0,Dec-2018,638.18,,Dec-2018,694,690,0,,1,Individual,,,,0,0,134518,2,3,1,2,4,18315,63,1,1,4960,61,41000,3,1,3,3,8407,4473,76.3,0,0,228,230,5,4,1,5,,4,17,0,4,10,4,11,7,13,22,11,17,0,0,0,2,93.3,75,0,0,197909,42714,18900,28935,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68436774,,18850,18850,18850, 36 months,21.48,714.83,E,E5,Social Worker,< 1 year,MORTGAGE,55000,Not Verified,Dec-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68436774,,debt_consolidation,Debt consolidation,894xx,NV,15.56,0,Jun-1997,700,704,2,38,,11,0,6069,38.4,26,f,0,0,4304.22,4304.22,2323.07,1909.67,71.48,0,0,Aug-2016,35.74,,Jul-2017,504,500,0,57,1,Individual,,,,0,0,236037,5,1,2,3,2,31456,99,3,6,2127,79,15800,2,1,10,11,21458,5030,30.1,0,0,222,100,4,2,8,29,,2,,0,2,4,2,4,5,9,13,4,11,0,0,0,7,96.2,0,0,0,247115,37525,7200,31815,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
67327688,,21000,21000,21000, 60 months,11.99,467.03,C,C1,research scientist,10+ years,MORTGAGE,82000,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67327688,,debt_consolidation,Debt consolidation,146xx,NY,15.07,0,Sep-1989,730,734,0,,,18,0,27092,35,34,w,0,0,22353.07,22353.07,21000,1353.07,0,0,0,Jul-2016,20052.89,,Aug-2018,714,710,0,,1,Individual,,,,0,0,129615,3,1,1,2,7,18450,92,5,11,7622,47,77300,0,3,1,13,7201,25465,23.3,0,0,122,315,1,1,2,1,,12,,0,2,11,5,11,7,16,25,11,18,0,0,0,6,100,0,0,0,213675,45542,33200,20000,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68547369,,10500,10500,10500, 36 months,8.49,331.42,B,B1,Strategic Account Manager,4 years,MORTGAGE,60000,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68547369,,debt_consolidation,Debt consolidation,250xx,WV,15.39,1,May-1998,685,689,0,19,35,13,1,10760,62.6,19,w,0,0,11737.5013592962,11737.5,10500,1237.5,0,0,0,Dec-2017,4458.64,,Mar-2019,719,715,0,,1,Individual,,,,0,0,107112,2,4,0,0,38,10578,46,1,2,3415,53,17200,0,0,1,3,8926,3707,53.1,0,0,107,139,1,1,5,1,72,5,26,0,2,4,3,5,5,6,8,5,13,0,0,0,2,84.2,0,0,1,132044,21338,7900,23221,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68466869,,4575,4575,4575, 36 months,17.27,163.73,D,D3,2nd pressman,5 years,RENT,56000,Not Verified,Dec-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68466869,,house,Home buying,080xx,NJ,10.03,1,May-2001,665,669,1,,,12,0,2380,27,17,w,0,0,1659.25,1659.25,1044.77,614.48,0,0,0,Nov-2016,163.73,,Sep-2017,529,525,0,22,1,Individual,,,,0,7233,2380,1,0,0,0,28,0,0,2,11,364,27,8900,0,1,2,11,198,400,71,0,0,28,175,5,5,1,12,,2,,0,3,12,5,5,1,12,15,8,12,,0,1,2,100,33.3,0,0,8900,2380,1200,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68496812,,5000,5000,5000, 36 months,11.48,164.84,B,B5,Direct Support Professional,1 year,RENT,17000,Source Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68496812,,other,Other,031xx,NH,27.9,0,Aug-2011,690,694,1,,,8,0,6378,44.3,11,w,0,0,5852.441509866,5852.44,5000,852.44,0,0,0,Mar-2018,1739.41,,Mar-2018,634,630,0,,1,Individual,,,,0,0,55327,3,2,1,1,2,48949,99,2,3,64,68,14400,0,4,2,4,6916,2736,2.3,0,0,52,45,2,2,0,30,,4,,0,1,5,1,1,4,6,7,5,8,0,0,0,3,100,0,0,0,63456,55327,2800,49056,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68436907,,8000,8000,8000, 36 months,6.99,246.99,A,A3,,,MORTGAGE,45000,Not Verified,Dec-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68436907,,home_improvement,Home improvement,028xx,RI,15.15,0,Sep-2002,790,794,0,,,12,0,5890,23.7,26,f,0,0,8890.6603065945,8890.66,8000,890.66,0,0,0,Jan-2019,246.61,,Jan-2019,674,670,0,,1,Individual,,,,0,0,317061,0,1,1,2,8,101301,79,0,0,2696,54,24900,0,0,0,2,28824,7004,27.8,0,0,112,159,26,8,1,37,,,,0,1,3,3,12,8,8,17,3,12,0,0,0,1,100,0,0,0,357341,107191,9700,107711,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68496925,,5000,5000,5000, 36 months,11.99,166.05,C,C1,Dental Assistant,1 year,RENT,30000,Source Verified,Dec-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68496925,,debt_consolidation,Debt consolidation,208xx,MD,9.16,0,Apr-2005,675,679,0,29,53,12,2,5426,28.3,15,w,0,0,5320.27,5320.27,4193.7,945.52,0,181.05,32.589,Aug-2018,166.05,,Mar-2019,564,560,0,67,1,Individual,,,,0,0,5426,0,0,0,0,,0,,2,8,1946,28,19200,0,0,2,8,493,464,84.5,0,0,,128,9,9,0,9,,9,29,1,3,7,4,5,0,12,15,7,12,0,0,0,2,86.7,33.3,0,0,19200,5426,3000,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
